cluster	status	loglr	df	p	p.adjust	genes
chr14:clu_16102_NA	Not enough valid samples	NA	NA	NA	NA	RPS6KA5
chr14:clu_16103_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	RPS6KA5
chr14:clu_16104_NA	Not enough valid samples	NA	NA	NA	NA	C14orf159
chr14:clu_16105_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	C14orf159
chr14:clu_16106_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	C14orf159
chr14:clu_16107_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	C14orf159
chr14:clu_16108_NA	Not enough valid samples	NA	NA	NA	NA	C14orf159
chr14:clu_16109_NA	Not enough valid samples	NA	NA	NA	NA	NA
chr14:clu_16110_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	CCDC88C
chr14:clu_16111_NA	Not enough valid samples	NA	NA	NA	NA	CCDC88C
chr14:clu_16112_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	PPP4R3A
chr14:clu_16113_NA	Success	1.40587364358703	2	0.245152786708911	0.666164946374654	PPP4R3A
chr14:clu_16114_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	PPP4R3A
chr14:clu_16115_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	TC2N
chr14:clu_16116_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	TC2N,FBLN5
chr14:clu_16117_NA	Not enough valid samples	NA	NA	NA	NA	FBLN5
chr14:clu_16118_NA	Success	2.34657037895249	4	0.3202560890368	0.710751556755389	TRIP11
chr14:clu_16119_NA	Success	2.24948099117489	6	0.609477738280449	0.850794634384453	TRIP11
chr14:clu_16120_NA	Not enough valid samples	NA	NA	NA	NA	ATXN3
chr14:clu_16121_NA	Success	0.0411739355337915	1	0.774140507286804	0.915304696065407	ATXN3
chr14:clu_16122_NA	Success	0.320597868496407	3	0.886940119138398	0.955967173569024	ATXN3
chr14:clu_16123_NA	Success	5.34169430634847	6	0.0986685928486462	0.518316257555409	ATXN3
chr14:clu_16124_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NDUFB1
chr14:clu_16125_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CPSF2
chr14:clu_16126_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CPSF2
chr14:clu_16127_NA	Success	0.822078643113855	1	0.199756024906666	0.627608697415247	CPSF2
chr14:clu_16128_NA	Success	0.196666920604684	2	0.821464200549516	0.93307913376666	SLC24A4
chr14:clu_16129_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	SLC24A4
chr14:clu_16130_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SLC24A4,RIN3
chr14:clu_16131_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr14:clu_16132_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	LGMN
chr14:clu_16133_NA	Success	0.0217943804015448	1	0.834620597452685	0.935831855594529	LGMN
chr14:clu_16134_NA	Success	1.04718727862064	4	0.718405944913383	0.894841309795516	LGMN
chr14:clu_16135_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	LGMN
chr14:clu_16136_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	LGMN
chr14:clu_16137_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	TMEM251
chr14:clu_16138_NA	Success	1.64750893799908	4	0.509722018567305	0.80835424077619	BTBD7
chr14:clu_16139_NA	Success	3.03722689806045	5	0.299041521576885	0.700638731907142	UNC79
chr14:clu_16140_NA	Success	6.33985729260667	1	0.000369643990175539	0.030025570099613	UNC79
chr14:clu_16141_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	UNC79
chr14:clu_16142_NA	Success	0.878398665591988	1	0.185024489981117	0.612170174557582	UNC79
chr14:clu_16143_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	UNC79
chr14:clu_16144_NA	Success	1.64477449155777	1	0.0697221715791862	0.47095769072662	UNC79
chr14:clu_16145_NA	Success	0.148178563261126	2	0.862277130178084	0.946605392669694	UNC79
chr14:clu_16146_NA	Success	1.21612318446796	2	0.296376941300724	0.69907863344808	UNC79
chr14:clu_16147_NA	Success	2.23250888429993	2	0.107258991881665	0.528626776756638	UNC79
chr14:clu_16148_NA	Success	0.284819465735382	3	0.90334628470134	0.961345393521693	UNC79
chr14:clu_16149_NA	Success	1.94151155077179	5	0.56637784682393	0.830215052956409	UNC79
chr14:clu_16150_NA	Success	6.73570537767318	4	0.00918798428233888	0.223465341810918	UNC79
chr14:clu_16151_NA	Success	0.0227316790718533	1	0.831154290562976	0.93523205162464	UNC79
chr14:clu_16152_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	UNC79
chr14:clu_16153_NA	Success	0.000238499595184294	1	0.982575338213443	0.992970923688272	UNC79
chr14:clu_16154_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	UNC79
chr14:clu_16155_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	IFI27L1
chr14:clu_16156_NA	Success	1.25008902411042	3	0.475258906901904	0.793071964348114	PPP4R4
chr14:clu_16157_NA	Success	1.23074636284349	1	0.11666786145778	0.540676396585113	PPP4R4
chr14:clu_16158_NA	Success	1.01682720020369	2	0.361740852639937	0.736620338695932	PPP4R4
chr14:clu_16159_NA	Success	0.815778579420225	2	0.442294831616536	0.780559954287039	PPP4R4
chr14:clu_16160_NA	Success	0.523888662871059	1	0.306019544577214	0.70262577829035	PPP4R4
chr14:clu_16161_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	DICER1
chr14:clu_16162_NA	Success	2.2369283399951	1	0.0344172221202227	0.382291895492991	DICER1
chr14:clu_16163_NA	Success	0.0115425223356169	1	0.87923612510446	0.953053522105514	DICER1
chr14:clu_16164_NA	Success	7.60184412736817	2	0.000499529387701963	0.0390389785116171	DICER1
chr14:clu_16165_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	DICER1
chr14:clu_16166_NA	Success	0.394378514741419	1	0.374476237277102	0.740942454076462	DICER1
chr14:clu_16167_NA	Success	0.243987765626855	1	0.484831766036649	0.796688055226633	DICER1
chr14:clu_16168_NA	Not enough valid samples	NA	NA	NA	NA	DICER1
chr14:clu_16169_NA	Not enough valid samples	NA	NA	NA	NA	DICER1-AS1
chr14:clu_16170_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	CLMN
chr14:clu_16171_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	TUNAR
chr14:clu_16172_NA	Success	0.820348326220142	1	0.200229911444186	0.628215257438634	ATG2B
chr14:clu_16173_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ATG2B
chr14:clu_16174_NA	Success	0.0574896797980955	1	0.734544895627378	0.900549954846376	ATG2B
chr14:clu_16175_NA	Success	2.79667846189159	3	0.133160250685314	0.560858192681596	ATG2B
chr14:clu_16176_NA	Success	1.46101944320316	1	0.0873773938802016	0.49882965980529	ATG2B
chr14:clu_16177_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ATG2B
chr14:clu_16178_NA	Success	0.0893828460555142	1	0.672436137957998	0.878193594021359	ATG2B
chr14:clu_16179_NA	Success	1.81463672526775	3	0.304378750585043	0.701777639860605	ATG2B
chr14:clu_16180_NA	Success	1.34870333702239	1	0.100511616978458	0.521286941675323	ATG2B
chr14:clu_16181_NA	Success	1.89246806857943	3	0.285643179550079	0.695749851178704	PAPOLA
chr14:clu_16182_NA	Success	0.0329770247681154	2	0.967560789267161	0.986076108110951	PAPOLA
chr14:clu_16183_NA	Success	0.586510730242253	1	0.278781280425064	0.692296647690656	PAPOLA
chr14:clu_16184_NA	Success	0.582752848270616	1	0.280326626948294	0.692903212999625	PAPOLA
chr14:clu_16185_NA	Success	1.34243259977256	4	0.61186559424746	0.852578016264974	PAPOLA
chr14:clu_16186_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	VRK1
chr14:clu_16187_NA	Not enough valid samples	NA	NA	NA	NA	VRK1
chr14:clu_16188_NA	Success	0.871305237213051	2	0.418405074812064	0.766117159204318	VRK1
chr14:clu_16189_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	VRK1
chr14:clu_16190_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	BCL11B
chr14:clu_16191_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	SETD3
chr14:clu_16192_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SETD3
chr14:clu_16193_NA	Success	1.09197396164257	2	0.335553469851678	0.722460901069203	SETD3
chr14:clu_16194_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	CCNK
chr14:clu_16195_NA	Success	0.00816581750973455	2	0.991867432212792	0.99760943071415	CCNK
chr14:clu_16196_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CCNK
chr14:clu_16197_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CCNK
chr14:clu_16198_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	HHIPL1
chr14:clu_16199_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr14:clu_16200_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	EML1
chr14:clu_16201_NA	Success	0.317752930933466	2	0.727782578765739	0.897740653180362	EML1
chr14:clu_16202_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	EML1
chr14:clu_16203_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	EML1
chr14:clu_16204_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	EVL
chr14:clu_16205_NA	Success	0.059779407651547	2	0.941972302549681	0.977604252827215	EVL
chr14:clu_16206_NA	Not enough valid samples	NA	NA	NA	NA	NA
chr14:clu_16207_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	EVL
chr14:clu_16208_NA	Success	2.07929207114375	4	0.384969046122501	0.746539375744334	EVL
chr14:clu_16209_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr14:clu_16210_NA	Success	0.0345076838658542	1	0.792775834375228	0.920562303851289	WARS
chr14:clu_16211_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	BEGAIN
chr14:clu_16212_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr14:clu_16213_NA	Success	0.655229085125413	1	0.25231171790413	0.671876014945536	MEG3
chr14:clu_16214_NA	Success	0.18112104359875	1	0.547263666828209	0.822130768457813	MEG3
chr14:clu_16215_NA	Success	2.57046018909023	8	0.742413684391972	0.903914899186372	MEG3
chr14:clu_16216_NA	Success	11.6470846283246	6	0.000703708872956269	0.0485089713696372	MEG3
chr14:clu_16217_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr14:clu_16218_NA	Success	12.5508401151428	3	1.47027981229587e-05	0.0025707468718041	NA
chr14:clu_16219_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NA
chr14:clu_16220_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NA
chr14:clu_16221_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NA
chr14:clu_16222_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr14:clu_16223_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr14:clu_16224_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NA
chr14:clu_16225_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NA
chr14:clu_16226_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NA
chr14:clu_16227_NA	Success	2.59688413484832	4	0.267987167451593	0.68629527357089	MEG8
chr14:clu_16228_NA	Success	0.261576659496995	2	0.76983685785595	0.914156017858618	NA
chr14:clu_16229_NA	Not enough valid samples	NA	NA	NA	NA	NA
chr14:clu_16230_NA	Success	0.718830609576997	1	0.230518181254703	0.651984196373426	NA
chr14:clu_16231_NA	Success	0.0153260981129364	1	0.861018591243161	0.946331534973839	NA
chr14:clu_16232_NA	Success	2.6950501387534	2	0.0675389953682964	0.467229671713113	NA
chr14:clu_16233_NA	Success	2.91951776900092	1	0.0156744162253009	0.287206532469278	NA
chr14:clu_16234_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NA
chr14:clu_16235_NA	Not enough valid samples	NA	NA	NA	NA	NA
chr14:clu_16236_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	SNHG24
chr14:clu_16237_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	SNHG24
chr14:clu_16238_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SNHG24
chr14:clu_16239_NA	Not enough valid samples	NA	NA	NA	NA	PPP2R5C
chr14:clu_16240_NA	Success	0.183900681324673	1	0.544205159708184	0.820938630813531	PPP2R5C
chr14:clu_16241_NA	Success	3.33335487584782	2	0.0356732248480117	0.386559860853035	PPP2R5C
chr14:clu_16242_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	PPP2R5C
chr14:clu_16243_NA	Success	0.0426194632568695	1	0.770319453279891	0.914156017858618	PPP2R5C
chr14:clu_16244_NA	Success	1.61714536205204	3	0.356893355877628	0.735900831347914	PPP2R5C
chr14:clu_16245_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	DYNC1H1
chr14:clu_16246_NA	Success	2.64865958496023	2	0.0707459785073202	0.472105566332264	DYNC1H1
chr14:clu_16247_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	DYNC1H1
chr14:clu_16248_NA	Success	0.551326596618651	1	0.293684575782795	0.69907863344808	HSP90AA1
chr14:clu_16249_NA	Success	0.649762636455364	2	0.522169706104622	0.811984125440953	HSP90AA1
chr14:clu_16250_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	WDR20
chr14:clu_16251_NA	Not enough valid samples	NA	NA	NA	NA	MOK
chr14:clu_16252_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MOK
chr14:clu_16253_NA	Success	5.51374156965994	7	0.137424704205297	0.567445091534377	MOK
chr14:clu_16254_NA	Success	2.98828254410728	8	0.649857068718236	0.867709749015962	MOK
chr14:clu_16255_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	CINP
chr14:clu_16256_NA	Success	0.272311203460617	2	0.76161720629535	0.910628094102536	TECPR2
chr14:clu_16257_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	TECPR2
chr14:clu_16258_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	TRAF3
chr14:clu_16259_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	TRAF3
chr14:clu_16260_NA	Success	1.42932350478702	3	0.413936346510344	0.764869765984268	TRAF3
chr14:clu_16261_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CDC42BPB
chr14:clu_16262_NA	Success	0.480029414358555	1	0.327172056383237	0.718102880344876	CDC42BPB
chr14:clu_16263_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	CDC42BPB
chr14:clu_16264_NA	Success	0.00750142087161976	1	0.902514063231188	0.961345393521693	CDC42BPB
chr14:clu_16265_NA	Not enough valid samples	NA	NA	NA	NA	EIF5
chr14:clu_16266_NA	Success	8.38927208185123	9	0.0522990230862049	0.438435237857667	MARK3
chr14:clu_16267_NA	Success	3.2046675093344	2	0.0405723893362162	0.402060296246308	MARK3
chr14:clu_16268_NA	Success	8.2195320551005	1	5.02391630012516e-05	0.00691022940694548	MARK3
chr14:clu_16269_NA	Success	0.335118497727308	2	0.715253325437157	0.893611881459333	MARK3
chr14:clu_16270_NA	Success	0.134056630266514	1	0.604600230166454	0.849041107323324	MARK3
chr14:clu_16271_NA	Success	0.960054569368566	1	0.165844629455791	0.597991330816477	MARK3
chr14:clu_16272_NA	Success	0.237325596235138	1	0.490855148592658	0.798580091303664	MARK3
chr14:clu_16273_NA	Success	4.57248598677847	3	0.0274242277881854	0.354078014847209	MARK3
chr14:clu_16274_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	APOPT1
chr14:clu_16275_NA	Success	1.49905194038229	2	0.223341801151052	0.646204905419248	KLC1
chr14:clu_16276_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	KLC1
chr14:clu_16277_NA	Success	0.840270407504875	2	0.431593801445573	0.772918278405202	KLC1
chr14:clu_16278_NA	Success	6.48562194955139	3	0.00469920663054801	0.161409043597534	KLC1
chr14:clu_16279_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr14:clu_16280_NA	Success	0.0982450241477864	1	0.657569020370644	0.871688770771468	PPP1R13B
chr14:clu_16281_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	PPP1R13B
chr14:clu_16282_NA	Not enough valid samples	NA	NA	NA	NA	PPP1R13B
chr14:clu_16283_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	PPP1R13B
chr14:clu_16284_NA	Success	2.73918764458062	3	0.139937750744409	0.570348512698648	C14orf2
chr14:clu_16285_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	TDRD9
chr14:clu_16286_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	SIVA1
chr14:clu_16287_NA	Not enough valid samples	NA	NA	NA	NA	CEP170B
chr14:clu_16288_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	C14orf79
chr14:clu_16289_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr14:clu_16290_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	JAG2
chr14:clu_16291_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NUDT14
chr14:clu_16292_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	BRF1
chr14:clu_16293_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	BRF1
chr14:clu_16294_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	BRF1
chr14:clu_16295_NA	Success	2.35977365095076	3	0.193523432074246	0.620974398177312	BRF1
chr14:clu_16296_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	PACS2
chr14:clu_16297_NA	Success	0.334938634262542	1	0.413094400078233	0.764407932829097	PACS2
chr14:clu_16298_NA	Success	2.93284908630984	1	0.0154387341047486	0.283896579366464	PACS2
chr14:clu_16299_NA	Not enough valid samples	NA	NA	NA	NA	PACS2
chr14:clu_16300_NA	Not enough valid samples	NA	NA	NA	NA	PACS2
chr14:clu_16301_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	PACS2
chr14:clu_16302_NA	Not enough valid samples	NA	NA	NA	NA	PACS2
chr14:clu_16303_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	PACS2
chr14:clu_16304_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	MTA1
chr14:clu_16305_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MTA1
chr14:clu_16306_NA	Not enough valid samples	NA	NA	NA	NA	MTA1
chr15:clu_16322_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	HERC2P3
chr15:clu_16323_NA	Not enough valid samples	NA	NA	NA	NA	HERC2P2
chr15:clu_16324_NA	Success	3.09691995240041	7	0.517306983846017	0.81009872851278	HERC2P2
chr15:clu_16325_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	HERC2P2
chr15:clu_16326_NA	Success	0.0662231133384381	1	0.715909069329689	0.893833265515683	HERC2P2
chr15:clu_16327_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	HERC2P2
chr15:clu_16328_NA	Success	0.229766925600984	1	0.497841909022933	0.801634866200417	HERC2P2
chr15:clu_16329_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	HERC2P2
chr15:clu_16330_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	HERC2P2
chr15:clu_16331_NA	Not enough valid samples	NA	NA	NA	NA	HERC2P2
chr15:clu_16332_NA	Not enough valid samples	NA	NA	NA	NA	HERC2P2
chr15:clu_16333_NA	Success	0.00166896314151188	1	0.953928019820663	0.981584156055943	HERC2P2
chr15:clu_16334_NA	Success	2.57262767264183	8	0.741944245541596	0.903754497226013	HERC2P2
chr15:clu_16335_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	WHAMMP3
chr15:clu_16336_NA	Not enough valid samples	NA	NA	NA	NA	WHAMMP3
chr15:clu_16337_NA	Success	3.01879321342994	5	0.302578760738388	0.700880303916561	WHAMMP3
chr15:clu_16338_NA	Success	4.54364490367215	2	0.0106345738285447	0.243251138836513	WHAMMP3
chr15:clu_16339_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr15:clu_16340_NA	Not enough valid samples	NA	NA	NA	NA	LOC283683
chr15:clu_16341_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	LOC283683
chr15:clu_16342_NA	Success	0.0375269447972073	1	0.784115630677969	0.919070267130667	CYFIP1
chr15:clu_16343_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	CYFIP1
chr15:clu_16344_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	CYFIP1
chr15:clu_16345_NA	Not enough valid samples	NA	NA	NA	NA	CYFIP1
chr15:clu_16346_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CYFIP1
chr15:clu_16347_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	CYFIP1
chr15:clu_16348_NA	Not enough valid samples	NA	NA	NA	NA	TUBGCP5
chr15:clu_16349_NA	Success	0.297563876445082	1	0.44044307070124	0.779227660962353	TUBGCP5
chr15:clu_16350_NA	Not enough valid samples	NA	NA	NA	NA	TUBGCP5
chr15:clu_16351_NA	Success	0.803772843743715	1	0.204837146226854	0.632304649109071	TUBGCP5
chr15:clu_16352_NA	Success	1.42025834292895	2	0.241651579855375	0.66247082056552	TUBGCP5
chr15:clu_16353_NA	Success	0.782392776220092	2	0.457310459530047	0.785091479532695	TUBGCP5
chr15:clu_16354_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	TUBGCP5
chr15:clu_16355_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	TUBGCP5
chr15:clu_16356_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr15:clu_16357_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NA
chr15:clu_16358_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr15:clu_16359_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr15:clu_16360_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr15:clu_16361_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr15:clu_16362_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr15:clu_16363_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr15:clu_16364_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr15:clu_16365_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr15:clu_16366_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr15:clu_16367_NA	Not enough valid samples	NA	NA	NA	NA	NA
chr15:clu_16368_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	PWRN3
chr15:clu_16369_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	PWRN3
chr15:clu_16370_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr15:clu_16371_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr15:clu_16372_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr15:clu_16373_NA	Not enough valid samples	NA	NA	NA	NA	NA
chr15:clu_16374_NA	Not enough valid samples	NA	NA	NA	NA	NA
chr15:clu_16375_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr15:clu_16376_NA	Not enough valid samples	NA	NA	NA	NA	NA
chr15:clu_16377_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	PWRN1
chr15:clu_16378_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	PWRN1
chr15:clu_16379_NA	Success	18.5625932266512	18	0.00504721225754224	0.166348375874779	SNRPN,SNURF
